measure ;измерение;
length;длина;
distance;расстояние;
size;размер;
meter;метр;
kilometers;километр ;
centimeters;сантиметр;
price;цена;
euro;евро;
dollars;доллар;
hryvnia;Гривна;
weight;вес;
kilogram;килограмм;
grams;грамм;
duration;продолжительность ;
vitesse;скорость ;
quantity/amount;количество ;величина 
