hobbies and interest;хобби и интересы ;
exposition;выставка ;
visite;поездка;
voyage;путешествие;
cinéma;кино;
théâtre;театр;
bar;бар;
restaurant;ресторан;
boite de nuit;ночной клуб;
zoo;зоопарк;
spectacle;шоу;спектакль
plage;пляж;
piscine;бассейн;
jouer au football;играть в футбол;
aller courir;побежать ;
